Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
FDO28;5765,0;Low Fat;0.072238195;Frozen Foods;1.200.098;OUT013;1987;High;Tier 3;Supermarket Type1;16871372
DRJ51;14,1;Low Fat;0.08849163;Dairy;2.311.668;OUT017;2007;;Tier 2;Supermarket Type1;76021044
FDD14;20,7;Low Fat;0.170500183;Canned;1.841.266;OUT018;2009;Medium;Tier 3;Supermarket Type2;16598394
FDW35;10,6;LF;0.011134397;Breads;428.454;OUT018;2009;Medium;Tier 3;Supermarket Type2;1677816
NCH18;9,3;Low Fat;0.044730667;Household;2.451.802;OUT049;1999;Medium;Tier 1;Supermarket Type1;2456802
FDK20;12,6;Regular;0.04179272;Fruits and Vegetables;1.220.072;OUT017;2007;;Tier 2;Supermarket Type1;13475792
FDY47;8,6;Regular;0.054484461;Breads;130.131;OUT046;1997;Small;Tier 1;Supermarket Type1;1557972
FDG32;19,9;Low Fat;0.175849067;Fruits and Vegetables;2.220.772;OUT013;1987;High;Tier 3;Supermarket Type1;20013948
FDC20;10,7;Low Fat;0.024069113;Fruits and Vegetables;562.272;OUT018;2009;Medium;Tier 3;Supermarket Type2;559272
NCS29;9,0;Low Fat;0.06953231;Health and Hygiene;2.665.884;OUT035;2004;Small;Tier 2;Supermarket Type1;6625
FDG53;10,0;Low Fat;0.045848263;Frozen Foods;138.518;OUT035;2004;Small;Tier 2;Supermarket Type1;2237088
FDV26;20,3;Regular;0.076160451;Dairy;1.962.794;OUT046;1997;Small;Tier 1;Supermarket Type1;27311116
FDE40;15,6;Regular;0.099704558;Dairy;631.194;OUT017;2007;;Tier 2;Supermarket Type1;13003074
FDM02;12,5;Regular;0.073735058;Canned;871.198;OUT046;1997;Small;Tier 1;Supermarket Type1;16571762
FDU11;4785,0;Low Fat;0.0931174;Breads;1.186.098;OUT017;2007;;Tier 2;Supermarket Type1;3615294
FDB51;6,9;Low Fat;0.038446805;Dairy;635.852;OUT035;2004;Small;Tier 2;Supermarket Type1;7510224
FDQ03;15,0;Regular;0.078172471;Meat;2.388.248;OUT045;2002;;Tier 2;Supermarket Type1;3555372
DRK35;8365,0;Low Fat;0.071992202;Hard Drinks;383.506;OUT045;2002;;Tier 2;Supermarket Type1;9867156
FDZ32;7785,0;Regular;0.038210084;Fruits and Vegetables;1.038.964;OUT045;2002;;Tier 2;Supermarket Type1;9467676
FDU38;10,8;Low Fat;0.0824812;Dairy;1.916.504;OUT013;1987;High;Tier 3;Supermarket Type1;24927552
DRM11;6,6;Low Fat;0.066069578;Hard Drinks;2.610.278;OUT046;1997;Small;Tier 1;Supermarket Type1;41652448
FDS36;8,4;Regular;0.046848322;Baking Goods;110.557;OUT013;1987;High;Tier 3;Supermarket Type1;3844995
FDO52;11,6;Regular;0.077164595;Frozen Foods;1.725.106;OUT046;1997;Small;Tier 1;Supermarket Type1;2566659
FDA04;11,3;Regular;0.066833743;Frozen Foods;2.572.962;OUT049;1999;Medium;Tier 1;Supermarket Type1;23309658
NCE31;7,7;Low Fat;0.185596553;Household;357.216;OUT018;2009;Medium;Tier 3;Supermarket Type2;692432
FDC33;9,0;Regular;0.068925304;Fruits and Vegetables;1.969.768;OUT035;2004;Small;Tier 2;Supermarket Type1;27590752
FDS33;6,7;Regular;0.12367891;Snack Foods;889.514;OUT045;2002;;Tier 2;Supermarket Type1;885514
NCJ05;18,7;Low Fat;0.046348967;Health and Hygiene;1.536.682;OUT017;2007;;Tier 2;Supermarket Type1;16771502
FDN51;17,9;reg;0.021065311;Meat;2.615.936;OUT017;2007;;Tier 2;Supermarket Type1;60028528
FDZ10;;Low Fat;0.077849833;Snack Foods;127.202;OUT019;1985;Small;Tier 1;Grocery Store;506008
NCQ30;7725,0;Low Fat;0.029236727;Household;1.238.414;OUT017;2007;;Tier 2;Supermarket Type1;13402554
FDL09;19,6;Regular;0.127929521;Snack Foods;1.674.816;OUT013;1987;High;Tier 3;Supermarket Type1;36911952
FDU03;18,7;Regular;0.091560606;Meat;1.823.292;OUT035;2004;Small;Tier 2;Supermarket Type1;38310132
FDQ32;;Regular;0.081605462;Fruits and Vegetables;1.223.388;OUT019;1985;Small;Tier 1;Grocery Store;3715164
FDI38;13,4;Regular;0.014626901;Canned;2.077.638;OUT046;1997;Small;Tier 1;Supermarket Type1;35200846
FDE36;5,3;Regular;0.041837331;Baking Goods;1.618.868;OUT049;1999;Medium;Tier 1;Supermarket Type1;50773908
FDY02;8945,0;Regular;0.088002959;Dairy;261.391;OUT018;2009;Medium;Tier 3;Supermarket Type2;1840937
NCA17;20,6;Low Fat;0.04551031;Health and Hygiene;1.496.392;OUT045;2002;;Tier 2;Supermarket Type1;8948352
DRJ25;14,6;Low Fat;0.150801606;Soft Drinks;487.692;OUT049;1999;Medium;Tier 1;Supermarket Type1;1232
FDI26;5,9;Low Fat;0.03495749;Canned;1.771.344;OUT045;2002;;Tier 2;Supermarket Type1;28549504
FDT50;6,8;Regular;0.108458498;Dairy;969.752;OUT045;2002;;Tier 2;Supermarket Type1;958752
FDR02;16,7;LF;0.022155562;Dairy;1.095.886;OUT018;2009;Medium;Tier 3;Supermarket Type2;10006974
NCY05;13,5;LF;0.055301055;Health and Hygiene;346.874;OUT017;2007;;Tier 2;Supermarket Type1;3175866
FDI50;8,4;Regular;0.030816999;Canned;2.308.352;OUT013;1987;High;Tier 3;Supermarket Type1;3435528
FDW56;7,7;LF;0.0711891;Fruits and Vegetables;1.933.162;OUT018;2009;Medium;Tier 3;Supermarket Type2;5772486
FDS32;17,8;Regular;0.029821648;Fruits and Vegetables;1.399.838;OUT017;2007;;Tier 2;Supermarket Type1;11238704
FDT48;4,9;Low Fat;0.046142232;Baking Goods;1.991.084;OUT018;2009;Medium;Tier 3;Supermarket Type2;47618016
FDU57;8,3;Regular;0.089735804;Snack Foods;1.487.708;OUT045;2002;;Tier 2;Supermarket Type1;27084744
FDL51;20,7;Regular;0.04745185;Dairy;2.146.876;OUT013;1987;High;Tier 3;Supermarket Type1;30014264
FDO52;11,6;Regular;0.077150004;Frozen Foods;1.702.106;OUT035;2004;Small;Tier 2;Supermarket Type1;18822166
FDS57;;Low Fat;0.181114059;Snack Foods;141.647;OUT019;1985;Small;Tier 1;Grocery Store;429441
FDR22;19,4;Regular;0.018562604;Snack Foods;1.105.544;OUT046;1997;Small;Tier 1;Supermarket Type1;15659616
FDB57;20,3;Regular;0.018789455;Fruits and Vegetables;2.220.772;OUT013;1987;High;Tier 3;Supermarket Type1;31132808
FDA04;11,3;Regular;0.066674465;Frozen Foods;2.591.962;OUT013;1987;High;Tier 3;Supermarket Type1;5179924
FDM09;11,2;Regular;0.143831787;Snack Foods;169.979;OUT010;1998;;Tier 3;Grocery Store;169779
NCQ38;;LF;0.023402893;Others;108.228;OUT019;1985;Small;Tier 1;Grocery Store;213056
FDP52;18,7;Regular;0.070979698;Frozen Foods;229.501;OUT018;2009;Medium;Tier 3;Supermarket Type2;1607907
DRK11;;Low Fat;0.018847114;Hard Drinks;1.480.392;OUT019;1985;Small;Tier 1;Grocery Store;4474176
FDN40;5,9;Low Fat;0.086945823;Frozen Foods;1.529.998;OUT017;2007;;Tier 2;Supermarket Type1;36911952
FDV58;20,9;Low Fat;0.121438886;Snack Foods;1.961.452;OUT049;1999;Medium;Tier 1;Supermarket Type1;15659616
DRA59;8,3;Regular;0;Soft Drinks;1.832.924;OUT017;2007;;Tier 2;Supermarket Type1;24062012
FDE23;17,6;Regular;0.053288857;Starchy Foods;47.306;OUT045;2002;;Tier 2;Supermarket Type1;605878
FDI08;18,2;reg;0.066431507;Fruits and Vegetables;2.501.092;OUT045;2002;;Tier 2;Supermarket Type1;42331564
FDE09;;Low Fat;0.037824735;Fruits and Vegetables;1.097.228;OUT019;1985;Small;Tier 1;Grocery Store;3315684
FDG09;20,6;Regular;0.047936284;Fruits and Vegetables;1.857.556;OUT046;1997;Small;Tier 1;Supermarket Type1;39428676
FDS57;15,5;Low Fat;0.103356186;Snack Foods;142.847;OUT013;1987;High;Tier 3;Supermarket Type1;1574617
FDW15;15,4;Regular;0.055067732;Meat;1.465.734;OUT013;1987;High;Tier 3;Supermarket Type1;23755744
FDH56;9,8;Regular;0.063916425;Fruits and Vegetables;1.171.492;OUT049;1999;Medium;Tier 1;Supermarket Type1;27803808
FDM36;11,7;Regular;0.059063036;Baking Goods;1.720.422;OUT017;2007;;Tier 2;Supermarket Type1;13795376
NCQ38;16,4;Low Fat;0.013442036;Others;104.528;OUT017;2007;;Tier 2;Supermarket Type1;1065
DRE48;;Low Fat;0.01724183;Soft Drinks;1.970.768;OUT027;1985;Medium;Tier 3;Supermarket Type3;8868456
FDP33;18,7;LF;0.089777214;Snack Foods;2.564.672;OUT017;2007;;Tier 2;Supermarket Type1;53690112
FDI33;16,5;Low Fat;0.028418817;Snack Foods;928.146;OUT046;1997;Small;Tier 1;Supermarket Type1;20979358
FDO16;5,5;Low Fat;0.015108194;Frozen Foods;83.725;OUT046;1997;Small;Tier 1;Supermarket Type1;1165
FDW34;9,6;Low Fat;0.035780385;Snack Foods;241.317;OUT017;2007;;Tier 2;Supermarket Type1;3645255
FDM22;;Regular;0.073462632;Snack Foods;52.364;OUT019;1985;Small;Tier 1;Grocery Store;53264
NCO07;9,1;Low Fat;0.009816092;Others;211.856;OUT018;2009;Medium;Tier 3;Supermarket Type2;3621952
FDC44;15,6;Low Fat;0.172946916;Fruits and Vegetables;1.141.518;OUT045;2002;;Tier 2;Supermarket Type1;18216288
DRB48;16,8;Regular;0.024892129;Soft Drinks;378.822;OUT049;1999;Medium;Tier 1;Supermarket Type1;589233
NCV29;11,8;LF;0.022824491;Health and Hygiene;1.770.686;OUT013;1987;High;Tier 3;Supermarket Type1;30220662
FDE28;9,5;Regular;0;Frozen Foods;2.313.668;OUT013;1987;High;Tier 3;Supermarket Type1;5759
FDP49;9,0;Regular;0.069229076;Breakfast;559.614;OUT045;2002;;Tier 2;Supermarket Type1;3868298
FDX59;10195,0;Low Fat;0.051766042;Breads;345.558;OUT045;2002;;Tier 2;Supermarket Type1;4414254
FDN60;15,1;Low Fat;0.095140088;Baking Goods;1.599.604;OUT035;2004;Small;Tier 2;Supermarket Type1;28522872
DRC36;13,0;reg;0.044976367;Soft Drinks;1.762.054;OUT035;2004;Small;Tier 2;Supermarket Type1;12257378
FDE02;;Low Fat;0.212293753;Canned;922.778;OUT019;1985;Small;Tier 1;Grocery Store;469389
NCU29;;Low Fat;0.025354072;Health and Hygiene;144.476;OUT027;1985;Medium;Tier 3;Supermarket Type3;3662
NCQ17;10,3;Low Fat;0.195721125;Health and Hygiene;156.463;OUT010;1998;;Tier 3;Grocery Store;312926
DRD12;7,0;LF;0.077508015;Soft Drinks;923.146;OUT018;2009;Medium;Tier 3;Supermarket Type2;10945752
FDV45;16,8;Low Fat;0.045009952;Snack Foods;1.868.556;OUT013;1987;High;Tier 3;Supermarket Type1;24408228
FDZ02;;Regular;0.037962696;Dairy;975.726;OUT027;1985;Medium;Tier 3;Supermarket Type3;978726
FDW26;;Regular;0.187443314;Dairy;2.204.772;OUT019;1985;Small;Tier 1;Grocery Store;4447544
FDN40;5,9;Low Fat;0.086384841;Frozen Foods;1.532.998;OUT013;1987;High;Tier 3;Supermarket Type1;21531972
FDR19;;Regular;0.158947217;Fruits and Vegetables;1.455.102;OUT027;1985;Medium;Tier 3;Supermarket Type3;59782182
FDD50;18,9;Low Fat;0.141615436;Canned;1.690.132;OUT035;2004;Small;Tier 2;Supermarket Type1;18602452
NCD18;16,0;Low Fat;0;Household;2.288.668;OUT046;1997;Small;Tier 1;Supermarket Type1;16125676
FDA34;11,5;Low Fat;0.01484819;Starchy Foods;172.108;OUT013;1987;High;Tier 3;Supermarket Type1;2077296
FDR33;7,3;Low Fat;0.026843265;Snack Foods;109.757;OUT045;2002;;Tier 2;Supermarket Type1;1208427
FDD39;16,7;Low Fat;0.070154899;Dairy;218.185;OUT046;1997;Small;Tier 1;Supermarket Type1;5193
FDR13;9895,0;Regular;0.028765486;Canned;1.153.492;OUT049;1999;Medium;Tier 1;Supermarket Type1;12743412
FDA39;;LF;0.012656359;Meat;378.822;OUT027;1985;Medium;Tier 3;Supermarket Type3;10213372
FDN01;8895,0;Low Fat;0;Breakfast;178.437;OUT046;1997;Small;Tier 1;Supermarket Type1;1235059
FDU04;7,9;Low Fat;0.005547386;Frozen Foods;1.215.414;OUT035;2004;Small;Tier 2;Supermarket Type1;13402554
FDV10;7645,0;Regular;0;Snack Foods;417.112;OUT045;2002;;Tier 2;Supermarket Type1;852224
NCB30;14,6;Low Fat;0.02575512;Household;1.996.084;OUT045;2002;;Tier 2;Supermarket Type1;37697596
FDB38;;Regular;0.027214272;Canned;159.692;OUT027;1985;Medium;Tier 3;Supermarket Type3;3515424
FDB22;8,0;Low Fat;0.111666665;Snack Foods;1.552.998;OUT045;2002;;Tier 2;Supermarket Type1;12303984
NCS30;5945,0;Low Fat;0.093026207;Household;1.287.652;OUT046;1997;Small;Tier 1;Supermarket Type1;5166608
FDK14;7,0;Low Fat;0.041189152;Canned;828.934;OUT045;2002;;Tier 2;Supermarket Type1;818934
DRJ35;10,1;Low Fat;0.046584552;Hard Drinks;612.878;OUT046;1997;Small;Tier 1;Supermarket Type1;12723438
FDX19;19,1;Low Fat;0.097280981;Fruits and Vegetables;2.326.958;OUT017;2007;;Tier 2;Supermarket Type1;53750034
FDX60;14,4;Low Fat;0.080922439;Baking Goods;80.096;OUT018;2009;Medium;Tier 3;Supermarket Type2;1278336
FDS01;11,6;Low Fat;0.017780986;Canned;1.773.686;OUT045;2002;;Tier 2;Supermarket Type1;1777686
NCT41;15,7;Low Fat;0.055979703;Health and Hygiene;1.519.024;OUT035;2004;Small;Tier 2;Supermarket Type1;10626168
DRE27;11,9;Low Fat;0.132645493;Dairy;969.726;OUT035;2004;Small;Tier 2;Supermarket Type1;11744712
FDY45;17,5;Low Fat;0.026182758;Snack Foods;2.536.356;OUT049;1999;Medium;Tier 1;Supermarket Type1;5086712
FDB56;;Regular;0;Fruits and Vegetables;1.882.556;OUT027;1985;Medium;Tier 3;Supermarket Type3;4694
FDS36;8,4;Regular;0.04688734;Baking Goods;107.957;OUT046;1997;Small;Tier 1;Supermarket Type1;2966139
FDF59;12,5;Low Fat;0.071354774;Starchy Foods;125.702;OUT049;1999;Medium;Tier 1;Supermarket Type1;2530
FDD11;12,9;LF;0;Starchy Foods;254.704;OUT035;2004;Small;Tier 2;Supermarket Type1;2530
FDY40;15,5;Regular;0.086320509;Frozen Foods;481.692;OUT017;2007;;Tier 2;Supermarket Type1;985384
FDA13;;Low Fat;0.137539574;Canned;388.506;OUT019;1985;Small;Tier 1;Grocery Store;379506
NCX42;;Low Fat;0.010467749;Household;1.629.526;OUT019;1985;Small;Tier 1;Grocery Store;822263
FDJ46;11,1;Low Fat;0.044814962;Snack Foods;1.744.054;OUT035;2004;Small;Tier 2;Supermarket Type1;40274242
FDH05;14,4;Regular;0.090913642;Frozen Foods;2.312.984;OUT046;1997;Small;Tier 1;Supermarket Type1;32437776
NCP50;17,4;Low Fat;0.020559846;Others;787.618;OUT046;1997;Small;Tier 1;Supermarket Type1;12889888
FDF28;;Regular;0.037681359;Frozen Foods;1.251.046;OUT027;1985;Medium;Tier 3;Supermarket Type3;38596426
FDN60;15,1;Low Fat;0.095545715;Baking Goods;1.573.604;OUT018;2009;Medium;Tier 3;Supermarket Type2;44368912
FDD29;12,2;Low Fat;0.018395194;Frozen Foods;2.516.698;OUT013;1987;High;Tier 3;Supermarket Type1;60880752
FDG58;10695,0;Regular;0.087272074;Snack Foods;1.537.972;OUT017;2007;;Tier 2;Supermarket Type1;20253636
FDV15;;Low Fat;0.145464606;Meat;1.057.648;OUT027;1985;Medium;Tier 3;Supermarket Type3;2597
FDV04;7825,0;Regular;0.149890395;Frozen Foods;1.590.288;OUT013;1987;High;Tier 3;Supermarket Type1;12570304
DRJ23;18,4;Low Fat;0.041634206;Hard Drinks;1.881.872;OUT013;1987;High;Tier 3;Supermarket Type1;3781744
FDA11;;low fat;0.043029436;Baking Goods;947.436;OUT027;1985;Medium;Tier 3;Supermarket Type3;17017848
FDX16;17,9;Low Fat;0.06594351;Frozen Foods;149.105;OUT045;2002;;Tier 2;Supermarket Type1;4643955
NCA41;16,8;Low Fat;0.032637373;Health and Hygiene;1.916.162;OUT049;1999;Medium;Tier 1;Supermarket Type1;34634916
FDP36;10395,0;Regular;0.091096531;Baking Goods;523.008;OUT013;1987;High;Tier 3;Supermarket Type1;22264352
FDK16;9065,0;Low Fat;0.115307979;Frozen Foods;970.094;OUT035;2004;Small;Tier 2;Supermarket Type1;8568846
FDD34;7945,0;Low Fat;0.015873285;Snack Foods;161.321;OUT035;2004;Small;Tier 2;Supermarket Type1;2773057
FDI56;7325,0;Low Fat;0.156307983;Fruits and Vegetables;922.146;OUT010;1998;;Tier 3;Grocery Store;912146
NCO18;13,2;Low Fat;0.024790707;Household;1.775.686;OUT017;2007;;Tier 2;Supermarket Type1;39109092
FDB46;10,5;Regular;0.093746136;Snack Foods;2.119.244;OUT035;2004;Small;Tier 2;Supermarket Type1;48696612
FDN38;6615,0;Regular;0.092158377;Canned;2.511.408;OUT045;2002;;Tier 2;Supermarket Type1;32544304
FDW47;15,0;Low Fat;0.046469277;Breads;1.238.414;OUT045;2002;;Tier 2;Supermarket Type1;13402554
FDQ08;;Regular;0.033144603;Fruits and Vegetables;627.536;OUT019;1985;Small;Tier 1;Grocery Store;612536
FDR44;6,1;Regular;0.102901425;Fruits and Vegetables;1.284.968;OUT035;2004;Small;Tier 2;Supermarket Type1;14354648
DRH23;14,7;Low Fat;0.170663661;Hard Drinks;564.614;OUT045;2002;;Tier 2;Supermarket Type1;14367964
FDX01;10,1;Low Fat;0.024213342;Canned;116.715;OUT045;2002;;Tier 2;Supermarket Type1;1281665
FDB05;;Low Fat;0.08279545;Frozen Foods;2.458.776;OUT027;1985;Medium;Tier 3;Supermarket Type3;47058744
FDR08;18,7;Low Fat;0.037622954;Fruits and Vegetables;1.107.886;OUT046;1997;Small;Tier 1;Supermarket Type1;13342632
FDZ36;6035,0;Regular;0.066155883;Baking Goods;184.424;OUT017;2007;;Tier 2;Supermarket Type1;4661
FDI05;8,4;Regular;0.126869718;Frozen Foods;744.354;OUT046;1997;Small;Tier 1;Supermarket Type1;1128531
FDF24;15,5;Regular;0.025409912;Baking Goods;832.934;OUT049;1999;Medium;Tier 1;Supermarket Type1;18835482
FDZ48;17,8;Low Fat;0.076389281;Baking Goods;1.111.544;OUT017;2007;;Tier 2;Supermarket Type1;1118544
DRL37;;Low Fat;0.053113721;Soft Drinks;44.377;OUT027;1985;Medium;Tier 3;Supermarket Type3;1211756
FDM10;18,3;Low Fat;0.07595723;Snack Foods;2.141.218;OUT035;2004;Small;Tier 2;Supermarket Type1;12823308
FDP11;;Low Fat;0.120986139;Breads;2.161.166;OUT019;1985;Small;Tier 1;Grocery Store;4354332
FDQ04;6,4;Low Fat;0.084885375;Frozen Foods;392.796;OUT049;1999;Medium;Tier 1;Supermarket Type1;7017532
FDR49;8,7;Low Fat;0.139795569;Canned;472.376;OUT018;2009;Medium;Tier 3;Supermarket Type2;9108144
FDD35;;Low Fat;0.02573918;Starchy Foods;120.744;OUT027;1985;Medium;Tier 3;Supermarket Type3;3954852
FDH41;;LF;0.143591586;Frozen Foods;2.135.534;OUT019;1985;Small;Tier 1;Grocery Store;4301068
FDO34;17,7;Low Fat;0.029999653;Snack Foods;1.697.816;OUT045;2002;;Tier 2;Supermarket Type1;20133792
FDL45;15,6;Low Fat;0.037901015;Snack Foods;1.241.704;OUT017;2007;;Tier 2;Supermarket Type1;1877556
NCC19;6,6;Low Fat;0.096799953;Household;192.382;OUT013;1987;High;Tier 3;Supermarket Type1;4247804
FDY10;;Low Fat;0.048830264;Snack Foods;1.131.176;OUT027;1985;Medium;Tier 3;Supermarket Type3;24048696
NCV29;11,8;Low Fat;0.022879017;Health and Hygiene;1.760.686;OUT049;1999;Medium;Tier 1;Supermarket Type1;5333058
FDC22;6,9;Regular;0.136314863;Snack Foods;195.082;OUT013;1987;High;Tier 3;Supermarket Type1;2703148
NCP42;8,5;Low Fat;0.016143389;Household;1.942.478;OUT045;2002;;Tier 2;Supermarket Type1;23249736
NCX17;21,3;Low Fat;0.114246019;Health and Hygiene;231.23;OUT017;2007;;Tier 2;Supermarket Type1;3029
NCO26;7235,0;Low Fat;0.076975118;Household;1.166.492;OUT049;1999;Medium;Tier 1;Supermarket Type1;26645316
FDU45;;Regular;0.06216667;Snack Foods;1.123.518;OUT019;1985;Small;Tier 1;Grocery Store;6831108
FDR34;17,0;Regular;0.01599013;Snack Foods;2.288.352;OUT049;1999;Medium;Tier 1;Supermarket Type1;43516688
FDV35;19,5;Low Fat;0.128728258;Breads;1.553.314;OUT018;2009;Medium;Tier 3;Supermarket Type2;34128908
FDS55;;Low Fat;0.080771137;Fruits and Vegetables;1.464.734;OUT027;1985;Medium;Tier 3;Supermarket Type3;41572552
FDS28;8,2;Regular;0.082568705;Frozen Foods;561.588;OUT045;2002;;Tier 2;Supermarket Type1;4580704
FDK15;10,8;Low Fat;0.098395216;Meat;1.008.042;OUT035;2004;Small;Tier 2;Supermarket Type1;1488063
NCP17;19,4;Low Fat;0.027714371;Health and Hygiene;656.168;OUT046;1997;Small;Tier 1;Supermarket Type1;8309184
NCE42;21,1;low fat;0;Household;2.332.958;OUT018;2009;Medium;Tier 3;Supermarket Type2;21032622
FDA14;16,1;Low Fat;0.06528457;Dairy;145.076;OUT049;1999;Medium;Tier 1;Supermarket Type1;1904188
FDF57;;Regular;0.102999154;Fruits and Vegetables;1.699.448;OUT019;1985;Small;Tier 1;Grocery Store;1704448
NCV54;;Low Fat;0.057969482;Household;1.193.124;OUT019;1985;Small;Tier 1;Grocery Store;4740496
FDR10;17,6;Low Fat;0.016804724;Snack Foods;1.634.552;OUT010;1998;;Tier 3;Grocery Store;6498208
FDT58;9,0;Low Fat;0.086440911;Snack Foods;1.670.816;OUT017;2007;;Tier 2;Supermarket Type1;13422528
FDC34;;Regular;0.302478871;Snack Foods;1.554.972;OUT019;1985;Small;Tier 1;Grocery Store;3115944
FDU44;12,2;Regular;0.058663727;Fruits and Vegetables;1.641.552;OUT018;2009;Medium;Tier 3;Supermarket Type2;3249104
FDY08;9395,0;Regular;0.286344848;Fruits and Vegetables;1.391.838;OUT010;1998;;Tier 3;Grocery Store;2809676
FDK20;;Regular;0.072762086;Fruits and Vegetables;1.209.072;OUT019;1985;Small;Tier 1;Grocery Store;1225072
FDV50;14,3;Low Fat;0.123264522;Dairy;123.273;OUT017;2007;;Tier 2;Supermarket Type1;1108557
FDO25;6,3;Low Fat;0.127647181;Canned;207.927;OUT049;1999;Medium;Tier 1;Supermarket Type1;2097
FDR14;;Low Fat;0.173206192;Dairy;533.298;OUT027;1985;Medium;Tier 3;Supermarket Type3;1078596
FDP27;8155,0;Low Fat;0.119937231;Meat;189.153;OUT018;2009;Medium;Tier 3;Supermarket Type2;2087283
FDB27;7575,0;Low Fat;0.055379648;Dairy;1.981.768;OUT035;2004;Small;Tier 2;Supermarket Type1;53210736
FDW26;11,8;Regular;0.107223632;Dairy;2.235.772;OUT049;1999;Medium;Tier 1;Supermarket Type1;26685264
NCQ50;18,8;Low Fat;0;Household;2.133.218;OUT035;2004;Small;Tier 2;Supermarket Type1;34195488
NCL55;12,2;Low Fat;0.06464846;Others;253.404;OUT035;2004;Small;Tier 2;Supermarket Type1;4807076
FDG28;9285,0;Regular;0.049280292;Frozen Foods;2.456.144;OUT046;1997;Small;Tier 1;Supermarket Type1;39202304
FDO31;;Regular;0.028842332;Fruits and Vegetables;81.496;OUT027;1985;Medium;Tier 3;Supermarket Type3;1997
FDP27;;Low Fat;0.118872194;Meat;188.353;OUT027;1985;Medium;Tier 3;Supermarket Type3;5313084
FDR01;5405,0;Regular;0.053924587;Canned;1.982.742;OUT017;2007;;Tier 2;Supermarket Type1;43796324
FDI08;18,2;Regular;0.066297055;Fruits and Vegetables;2.471.092;OUT046;1997;Small;Tier 1;Supermarket Type1;22410828
DRE03;19,6;Low Fat;0.024264569;Dairy;465.718;OUT049;1999;Medium;Tier 1;Supermarket Type1;16072412
FDV26;20,3;Regular;0.076470697;Dairy;1.961.794;OUT018;2009;Medium;Tier 3;Supermarket Type2;27311116
DRM49;6,1;Regular;0.151827552;Soft Drinks;430.086;OUT013;1987;High;Tier 3;Supermarket Type1;4906946
FDI15;13,8;Low Fat;0.141325834;Dairy;2.650.884;OUT035;2004;Small;Tier 2;Supermarket Type1;84796288
FDM15;11,8;Regular;0.057538034;Meat;1.498.366;OUT045;2002;;Tier 2;Supermarket Type1;16625026
FDH47;13,5;Regular;0.128791854;Starchy Foods;954.068;OUT035;2004;Small;Tier 2;Supermarket Type1;1944136
NCT54;8695,0;Low Fat;0.119436131;Household;947.094;OUT013;1987;High;Tier 3;Supermarket Type1;10473034
DRN11;7,9;Low Fat;0.163310805;Hard Drinks;1.435.444;OUT045;2002;;Tier 2;Supermarket Type1;3629
FDU10;10,1;Regular;0.045878153;Snack Foods;385.848;OUT018;2009;Medium;Tier 3;Supermarket Type2;4847024
FDU50;5,8;Regular;0.075322658;Dairy;1.163.176;OUT045;2002;;Tier 2;Supermarket Type1;25193872
FDS26;20,4;Low Fat;0.149753132;Dairy;2.597.594;OUT010;1998;;Tier 3;Grocery Store;7849782
FDC14;14,5;Regular;0;Canned;410.454;OUT018;2009;Medium;Tier 3;Supermarket Type2;5452902
FDB17;;Low Fat;0.036494521;Frozen Foods;1.790.976;OUT027;1985;Medium;Tier 3;Supermarket Type3;59762208
DRD25;6135,0;Low Fat;0.132183029;Soft Drinks;115.086;OUT010;1998;;Tier 3;Grocery Store;452744
DRI39;;Low Fat;0.096592065;Dairy;54.893;OUT027;1985;Medium;Tier 3;Supermarket Type3;3112615
NCQ06;13,0;Low Fat;0.04188955;Household;2.559.014;OUT049;1999;Medium;Tier 1;Supermarket Type1;33150182
FDX11;16,0;Regular;0.106663245;Baking Goods;1.797.634;OUT013;1987;High;Tier 3;Supermarket Type1;41805582
